time;stockInWarehouse;stockInFinalDest;numberOfBatchLargeToAverage;numberOfBatchAverageToSmall;numberOfBatchSmallToFinal;numberOfBatchProviderToLarge;totalNumberOfBatch;stockOnRoadsProviderToLarge;stockOnRoadsLargeToAverage;stockOnRoadsAverageToSmall;stockOnRoadsSmallToFinal;stockOnRoads
553,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
554,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
555,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
556,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
557,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
558,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
559,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
560,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
561,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
562,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
563,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
564,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
565,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
566,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
567,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
568,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
569,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
570,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
571,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
572,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
573,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
574,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
575,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
576,0; 2590134,927317494;581024,1379754996;132;174;281;48;635; 7811,39315; 4719,772050000001; 8770,522449999999; 5942,81995;27244,5076
577,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
578,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
579,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
580,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
581,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
582,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
583,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
584,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
585,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
586,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
587,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
588,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
589,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
590,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
591,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
592,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
593,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
594,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
595,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
596,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
597,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
598,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
599,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
600,0; 2596310,918407497;571980,9292754999;125;184;276;58;643; 4204,310245000001; 4517,517139999999; 5627,762849999999; 5678,362935000001;20027,95317
601,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
602,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
603,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
604,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
605,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
606,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
607,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
608,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
609,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
610,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
611,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
612,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
613,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
614,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
615,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
616,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
617,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
618,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
619,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
620,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
621,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
622,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
623,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
624,0; 2583102,6626874954;563175,6866305001;122;197;281;54;654; 11238,134792500003; 4288,190949999999; 6123,830819999999; 7056,75326;28706,9098225
625,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
626,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
627,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
628,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
629,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
630,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
631,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
632,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
633,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
634,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
635,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
636,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
637,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
638,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
639,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
640,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
641,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
642,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
643,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
644,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
645,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
646,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
647,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
648,0; 2582927,120939996;554906,8076405004;140;157;273;55;625; 9007,603890000002; 8366,61787; 4746,1766; 8486,919789999998;30607,31815
649,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
650,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
651,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
652,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
653,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
654,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
655,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
656,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
657,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
658,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
659,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
660,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
661,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
662,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
663,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
664,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
665,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
666,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
667,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
668,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
669,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
670,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
671,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
672,0; 2572110,0241424995;552563,6328055006;135;196;301;59;691; 5783,8770575; 8687,630602500001; 7553,3523; 8066,357824999999;30091,217785
673,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
674,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
675,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
676,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
677,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
678,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
679,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
680,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
681,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
682,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
683,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
684,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
685,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
686,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
687,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
688,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
689,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
690,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
691,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
692,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
693,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
694,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
695,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
696,0; 2570548,7441800004;547890,8621825005;144;185;321;52;702; 6341,986974999999; 7727,611849999998; 6177,106070000001; 7501,479420000002;27748,184315000002
697,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
698,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
699,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
700,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
701,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
702,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
703,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
704,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
705,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
706,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
707,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
708,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
709,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
710,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
711,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
712,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
713,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
714,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
715,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
716,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
717,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
718,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
719,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
720,0; 2567353,350262505;542171,9653925004;133;186;309;70;698; 7181,2734925; 6648,981840000002; 6207,4041000000025; 8739,464740000001;28777,124172500007
721,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
722,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
723,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
724,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
725,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
726,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
727,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
728,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
729,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
730,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
731,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
732,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
733,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
734,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
735,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
736,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
737,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
738,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
739,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
740,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
741,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
742,0; 2536586,0296075046;541196,7194455003;151;191;296;59;697; 4057,1256999999996; 11597,530999999997; 10234,954500000002; 11019,821100000005;36909,4323
